field_id,mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r
FIELD_0013,1691558,"Yutan silty clay loam, 2 to 6 percent slopes, eroded",Wymore,5,Moderately well drained,0,18,3,6,0.22,35,4,61,1.3,27.8
FIELD_0013,1691558,"Yutan silty clay loam, 2 to 6 percent slopes, eroded",Pawnee,5,Moderately well drained,0,18,3.5,5.6,0.18,29,23,48,1.4,23.8
FIELD_0013,1691558,"Yutan silty clay loam, 2 to 6 percent slopes, eroded",Aksarben,5,Well drained,0,15,3.5,5.7,0.16,32,4,64,1.34,25.9
FIELD_0013,1691558,"Yutan silty clay loam, 2 to 6 percent slopes, eroded",Aksarben,5,Well drained,15,30,3,6.5,0.16,34,2,64,1.35,27.1
FIELD_0013,1691558,"Yutan silty clay loam, 2 to 6 percent slopes, eroded",Wymore,5,Moderately well drained,18,30,2.5,6,0.19,38,3,59,1.35,29.7
FIELD_0013,1691558,"Yutan silty clay loam, 2 to 6 percent slopes, eroded",Pawnee,5,Moderately well drained,18,32,2,5.8,0.18,33,25,42,1.35,26.1
FIELD_0013,1691558,"Yutan silty clay loam, 2 to 6 percent slopes, eroded",Wymore,5,Moderately well drained,30,62,0.75,6.4,0.14,46,2,52,1.4,33.6
FIELD_0013,1691558,"Yutan silty clay loam, 2 to 6 percent slopes, eroded",Aksarben,5,Well drained,30,45,0.9,6.5,0.15,39,3,58,1.32,29.3
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Yutan,85,Well drained,0,18,2.3,5.9,0.16,36,7,57,1.45,29.2
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Yutan,85,Well drained,18,33,0.9,6.7,0.16,34,9,57,1.42,26.7
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Judson,8,Well drained,0,18,3,6.5,0.22,26,5,69,1.24,21.9
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Judson,8,Well drained,18,64,2.75,6.5,0.22,28,4,68,1.3,23.4
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Morrill,4,Well drained,0,18,2,5.8,0.14,27,33,40,1.39,22.3
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Morrill,4,Well drained,18,27,1.5,5.8,0.15,28,32,40,1.36,22.8
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Morrill,4,Well drained,27,72,1,6.5,0.13,32,38,30,1.45,25.3
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Wymore,2,Moderately well drained,0,18,3,6,0.22,35,4,61,1.3,27.8
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Wymore,2,Moderately well drained,18,30,2.5,6,0.19,38,3,59,1.35,29.7
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Wymore,2,Moderately well drained,30,62,0.75,6.4,0.14,46,2,52,1.4,33.6
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Aquolls,1,Poorly drained,0,15,3,5.8,0.22,30,4,66,1.28,24.4
FIELD_0013,1691559,"Yutan silty clay loam, 6 to 11 percent slopes, eroded",Aquolls,1,Poorly drained,15,35,2.5,5.9,0.22,33,4,63,1.28,26.3
FIELD_0013,1691566,"Wymore silty clay, 3 to 6 percent slopes, eroded",Wymore,90,Moderately well drained,0,15,2,6.1,0.15,42,3,55,1.4,31.6
FIELD_0013,1691566,"Wymore silty clay, 3 to 6 percent slopes, eroded",Wymore,90,Moderately well drained,15,26,0.9,6.4,0.14,46,2,52,1.4,33.6
FIELD_0013,1691566,"Wymore silty clay, 3 to 6 percent slopes, eroded",Wymore,90,Moderately well drained,26,105,0.5,6.9,0.17,39,2,59,1.4,28.8
FIELD_0013,1691566,"Wymore silty clay, 3 to 6 percent slopes, eroded",Pawnee,9,Moderately well drained,0,18,2,5.6,0.18,35,23,42,1.4,27.4
FIELD_0013,1691566,"Wymore silty clay, 3 to 6 percent slopes, eroded",Pawnee,9,Moderately well drained,18,25,2,5.6,0.18,35,23,42,1.4,27.4
FIELD_0013,1691566,"Wymore silty clay, 3 to 6 percent slopes, eroded",Pawnee,9,Moderately well drained,25,54,0.75,6.9,0.12,44,23,33,1.45,32.4
FIELD_0013,1691566,"Wymore silty clay, 3 to 6 percent slopes, eroded",Aquolls,1,Poorly drained,0,15,3,5.8,0.22,30,4,66,1.28,24.4
FIELD_0013,1691566,"Wymore silty clay, 3 to 6 percent slopes, eroded",Aquolls,1,Poorly drained,15,35,2.5,5.9,0.22,33,4,63,1.28,26.3
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Pawnee,85,Moderately well drained,0,15,2,5.6,0.18,31,23,46,1.33,24.7
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Pawnee,85,Moderately well drained,15,22,2,5.6,0.18,33,23,44,1.35,26.1
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Pawnee,85,Moderately well drained,22,31,1,6.9,0.12,44,23,33,1.45,32.7
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Morrill,5,Well drained,0,15,2,5.8,0.14,27,33,40,1.39,22.3
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Morrill,5,Well drained,15,36,2,5.8,0.15,28,32,40,1.36,23.1
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,0,15,3,6.5,0.17,29,37,34,1.45,24.2
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,15,22,2.5,6.5,0.16,30,37,33,1.45,24.8
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,22,30,0.8,6.5,0.14,33,36,31,1.5,25.8
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Shelby,4,Well drained,30,90,0.6,6.5,0.14,33,36,31,1.5,25.5
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,0,15,3,6.1,0.15,32,3,65,1.32,25.7
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,15,29,2,6.5,0.13,38,2,60,1.32,29.5
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Grundy,3,Somewhat poorly drained,29,43,0.7,6.5,0.11,42,2,56,1.35,31
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,0,15,3,6,0.22,35,4,61,1.3,27.8
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,15,25,2.5,6,0.19,38,3,59,1.35,29.7
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Wymore,2,Moderately well drained,25,35,1.2,6.4,0.14,46,2,52,1.4,34.1
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Typic epiaquoll,1,Poorly drained,0,15,3,5.8,0.22,30,4,66,1.28,24.4
FIELD_0013,2505139,"Pawnee clay loam, 4 to 8 percent slopes, eroded",Typic epiaquoll,1,Poorly drained,15,35,2.5,5.9,0.2,33,4,63,1.28,26.3
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Aksarben,85,Well drained,0,15,3.5,5.7,0.16,32,4,64,1.34,25.9
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Aksarben,85,Well drained,15,30,3,6.5,0.16,34,2,64,1.35,27.1
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Aksarben,85,Well drained,30,45,0.9,6.5,0.15,39,3,58,1.32,29.3
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Pawnee,5,Moderately well drained,0,18,3.5,5.6,0.18,29,23,48,1.4,21
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Wymore,5,Moderately well drained,0,18,3,6,0.22,35,4,61,1.3,27.8
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Shelby,5,Well drained,0,15,2.5,6.5,0.17,29,37,34,1.45,24
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Shelby,5,Well drained,15,25,2,6.5,0.15,30,37,33,1.45,24.6
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Pawnee,5,Moderately well drained,18,32,2,5.8,0.18,33,25,42,1.35,25
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Wymore,5,Moderately well drained,18,30,2.5,6,0.19,38,3,59,1.35,29.7
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Shelby,5,Well drained,25,40,0.9,6.5,0.14,33,36,31,1.5,25.9
FIELD_0013,2733105,"Aksarben silty clay loam, 2 to 6 percent slopes",Wymore,5,Moderately well drained,30,62,0.75,6.4,0.14,46,2,52,1.4,33.6
FIELD_0014,2561447,"Urne fine sandy loam, 2 to 6 percent slopes, moderately eroded",Urne,95,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561447,"Urne fine sandy loam, 2 to 6 percent slopes, moderately eroded",Urne,95,Well drained,23,71,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561447,"Urne fine sandy loam, 2 to 6 percent slopes, moderately eroded",Norden,3,Well drained,0,20,1.5,6.2,0.23,14,30.4,55.6,1.4,12.2
FIELD_0014,2561447,"Urne fine sandy loam, 2 to 6 percent slopes, moderately eroded",Norden,3,Well drained,20,51,0.25,6.2,0.2,20,26.5,53.5,1.5,15.7
FIELD_0014,2561447,"Urne fine sandy loam, 2 to 6 percent slopes, moderately eroded",Urne,2,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561447,"Urne fine sandy loam, 2 to 6 percent slopes, moderately eroded",Urne,2,Well drained,23,31,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561448,"Urne fine sandy loam, 6 to 12 percent slopes, moderately eroded",Urne,95,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561448,"Urne fine sandy loam, 6 to 12 percent slopes, moderately eroded",Urne,95,Well drained,23,71,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561448,"Urne fine sandy loam, 6 to 12 percent slopes, moderately eroded",Norden,3,Well drained,0,20,1.5,6.2,0.23,14,30.4,55.6,1.4,12.2
FIELD_0014,2561448,"Urne fine sandy loam, 6 to 12 percent slopes, moderately eroded",Norden,3,Well drained,20,51,0.25,6.2,0.2,20,26.5,53.5,1.5,15.7
FIELD_0014,2561448,"Urne fine sandy loam, 6 to 12 percent slopes, moderately eroded",Urne,2,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561448,"Urne fine sandy loam, 6 to 12 percent slopes, moderately eroded",Urne,2,Well drained,23,31,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561449,"Urne fine sandy loam, 12 to 20 percent slopes, moderately eroded",Urne,95,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561449,"Urne fine sandy loam, 12 to 20 percent slopes, moderately eroded",Urne,95,Well drained,23,71,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561449,"Urne fine sandy loam, 12 to 20 percent slopes, moderately eroded",Norden,3,Well drained,0,20,1.5,6.2,0.23,14,30.4,55.6,1.4,12.2
FIELD_0014,2561449,"Urne fine sandy loam, 12 to 20 percent slopes, moderately eroded",Norden,3,Well drained,20,51,0.25,6.2,0.2,20,26.5,53.5,1.5,15.7
FIELD_0014,2561449,"Urne fine sandy loam, 12 to 20 percent slopes, moderately eroded",Urne,2,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561449,"Urne fine sandy loam, 12 to 20 percent slopes, moderately eroded",Urne,2,Well drained,23,31,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561450,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded",Urne,95,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561450,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded",Urne,95,Well drained,23,71,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561450,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded",Norden,2,Well drained,0,20,1.5,6.2,0.23,14,30.4,55.6,1.4,12.2
FIELD_0014,2561450,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded",Council,2,Well drained,0,18,1.5,5.9,0.21,8,65,27,1.48,7.4
FIELD_0014,2561450,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded",Council,2,Well drained,18,114,0.25,5.5,0.18,14,44.8,41.2,1.58,11.4
FIELD_0014,2561450,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded",Norden,2,Well drained,20,51,0.25,6.2,0.2,20,26.5,53.5,1.5,15.7
FIELD_0014,2561450,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded",Urne,1,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561450,"Urne fine sandy loam, 20 to 30 percent slopes, moderately eroded",Urne,1,Well drained,23,31,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Urne,92,Well drained,0,5,5,6.2,0.17,14,66.1,19.9,1.45,7.7
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Urne,92,Well drained,5,71,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Norden,3,Well drained,0,20,1.5,6.2,0.23,14,30.4,55.6,1.4,12.2
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Norden,3,Well drained,20,51,0.25,6.2,0.2,20,26.5,53.5,1.5,15.7
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Rockbluff,2,Excessively drained,0,10,6,5.5,0.11,4,80,16,1.55,4
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Council,2,Well drained,0,18,1.5,5.9,0.21,8,65,27,1.48,7.4
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Rockbluff,2,Excessively drained,10,23,0.5,6.2,0.1,3,80.7,16.3,1.6,2.6
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Council,2,Well drained,18,114,0.25,5.5,0.18,14,44.8,41.2,1.58,11.4
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Rockbluff,2,Excessively drained,23,89,0.25,6.2,0.07,3,95.5,1.5,1.65,2.4
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Urne,1,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561451,"Urne fine sandy loam, 30 to 45 percent slopes",Urne,1,Well drained,23,31,0.25,6.2,0.16,12,67.6,20.4,1.6,6.3
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Norden,95,Well drained,0,20,1.5,6.2,0.23,16,19,65,1.4,13.8
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Norden,95,Well drained,20,51,0.25,6.2,0.2,19,19,62,1.5,15
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Greenridge,2,Well drained,0,23,1.5,6.2,0.23,16,13.9,70.1,1.41,13.8
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Urne,2,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Greenridge,2,Well drained,23,127,0.25,5.8,0.2,22.5,9.5,68,1.48,17.5
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Urne,2,Well drained,23,71,0.25,6.2,0.16,12,67.6,20.4,1.61,6.3
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Rockbridge,1,Well drained,0,15,2,6.2,0.21,18,27.3,54.7,1.39,15.5
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Rockbridge,1,Well drained,15,20,0.75,6.2,0.21,18,27.3,54.7,1.38,14.9
FIELD_0014,2561461,"Norden silt loam, 6 to 12 percent slopes, moderately eroded",Rockbridge,1,Well drained,20,51,0.5,6.2,0.2,26.5,23.5,50,1.48,20.8
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Norden,90,Well drained,0,20,1.5,6.2,0.23,16,19,65,1.4,13.8
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Norden,90,Well drained,20,51,0.25,6.2,0.2,19,19,62,1.5,15
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Urne,6,Well drained,0,23,1.5,6.2,0.17,14,66.1,19.9,1.5,7.6
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Urne,6,Well drained,23,71,0.25,6.2,0.16,12,67.6,20.4,1.61,6.3
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Greenridge,3,Well drained,0,23,1.5,6.2,0.23,16,13.9,70.1,1.41,13.8
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Greenridge,3,Well drained,23,127,0.25,5.8,0.2,22.5,9.5,68,1.48,17.5
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Rockbridge,1,Well drained,0,15,2,6.2,0.21,18,27.3,54.7,1.39,15.5
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Rockbridge,1,Well drained,15,20,0.75,6.2,0.21,18,27.3,54.7,1.38,14.9
FIELD_0014,2561462,"Norden silt loam, 12 to 20 percent slopes, moderately eroded",Rockbridge,1,Well drained,20,51,0.5,6.2,0.2,26.5,23.5,50,1.48,20.8
FIELD_0014,2561478,"Orion silt loam, 0 to 3 percent slopes, occasionally flooded",Orion,91,Somewhat poorly drained,0,20,2,6.5,0.23,17,9,74,1.43,14.7
FIELD_0014,2561478,"Orion silt loam, 0 to 3 percent slopes, occasionally flooded",Orion,91,Somewhat poorly drained,20,81,0.75,6.5,0.21,17,8,75,1.4,14.2
FIELD_0014,2561478,"Orion silt loam, 0 to 3 percent slopes, occasionally flooded",Arenzville,5,Moderately well drained,0,25,2,6.7,0.22,17,9,74,1.38,12.4
FIELD_0014,2561478,"Orion silt loam, 0 to 3 percent slopes, occasionally flooded",Arenzville,5,Moderately well drained,25,64,0.75,6.7,0.22,18,8,74,1.38,11.9
FIELD_0014,2561478,"Orion silt loam, 0 to 3 percent slopes, occasionally flooded",Ettrick,3,Poorly drained,0,41,8,6.5,0.22,24,3,73,1.29,21.2
FIELD_0014,2561478,"Orion silt loam, 0 to 3 percent slopes, occasionally flooded",Bearpen,1,Somewhat poorly drained,0,46,2.5,6.2,0.23,17.5,13.6,68.9,1.4,15.2
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Council,31,Well drained,0,2,80,3.5,0.09,,,,0.24,
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Council,31,Well drained,2,10,1.5,5.8,0.16,7,66,27,1.6,6.5
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Council,31,Well drained,10,81,0.25,5.4,0.18,10,47,43,1.61,
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Elevasil,29,Well drained,0,2,80,3.5,0.09,,,,0.24,
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Elevasil,29,Well drained,2,8,2,5,0.14,11,66,23,1.58,
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Elevasil,29,Well drained,8,69,0.5,4.9,0.15,13,67,20,1.66,
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Norden,27,Well drained,0,20,1.5,6.2,0.23,16,19,65,1.4,13.8
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Norden,27,Well drained,20,51,0.25,6.2,0.2,19,19,62,1.5,15
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Seaton,5,Well drained,0,10,1.34,6,0.23,15,18,67,1.28,13
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Seaton,5,Well drained,10,23,0.75,6,0.21,12,18,70,1.28,10.4
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Seaton,5,Well drained,23,38,0.3,5.9,0.21,14,17,69,1.35,11.5
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Urne,4,Well drained,0,2,80,5.6,0.09,,,,0.12,101.6
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Urne,4,Well drained,2,7,1.5,6.2,0.17,13,55,32,1.48,7.1
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Urne,4,Well drained,7,91,0.25,5.7,0.14,14,60,26,1.53,7.4
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Boone,3,Excessively drained,0,20,0.75,5.4,0.09,2,92,6,1.61,
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Boone,3,Excessively drained,20,53,0.15,4.9,0.08,1,95,4,1.7,
FIELD_0014,2561486,"Council-Elevasil-Norden complex, 20 to 45 percent slopes, rocky",Rock outcrop,1,,0,200,,,,,,,,
FIELD_0014,2561493,"Greenridge silt loam, 4 to 12 percent slopes, moderately eroded",Greenridge,90,Well drained,0,23,1.5,6.2,0.23,16,13.9,70.1,1.33,13.8
FIELD_0014,2561493,"Greenridge silt loam, 4 to 12 percent slopes, moderately eroded",Greenridge,90,Well drained,23,127,0.25,5.8,0.2,22.5,9.5,68,1.48,17.5
FIELD_0014,2561493,"Greenridge silt loam, 4 to 12 percent slopes, moderately eroded",Rockbridge,6,Well drained,0,15,2,6.2,0.21,18,27.3,54.7,1.4,15.5
FIELD_0014,2561493,"Greenridge silt loam, 4 to 12 percent slopes, moderately eroded",Rockbridge,6,Well drained,15,20,0.75,6.2,0.21,18,27.3,54.7,1.45,14.9
FIELD_0014,2561493,"Greenridge silt loam, 4 to 12 percent slopes, moderately eroded",Rockbridge,6,Well drained,20,51,0.5,6.2,0.2,26.5,23.5,50,1.5,20.8
FIELD_0014,2561493,"Greenridge silt loam, 4 to 12 percent slopes, moderately eroded",Norden,4,Well drained,0,20,1.5,6.2,0.23,14,30.4,55.6,1.4,12.2
FIELD_0014,2561493,"Greenridge silt loam, 4 to 12 percent slopes, moderately eroded",Norden,4,Well drained,20,51,0.25,6.2,0.2,20,26.5,53.5,1.5,15.7
FIELD_0014,2561510,"Greenridge silt loam, 1 to 4 percent slopes, moderately eroded",Greenridge,90,Well drained,0,23,1.5,6.2,0.23,16,13.9,70.1,1.33,13.8
FIELD_0014,2561510,"Greenridge silt loam, 1 to 4 percent slopes, moderately eroded",Greenridge,90,Well drained,23,127,0.25,5.8,0.2,22.5,9.5,68,1.48,17.5
FIELD_0014,2561510,"Greenridge silt loam, 1 to 4 percent slopes, moderately eroded",Rockbridge,7,Well drained,0,15,2,6.2,0.21,18,27.3,54.7,1.4,15.5
FIELD_0014,2561510,"Greenridge silt loam, 1 to 4 percent slopes, moderately eroded",Rockbridge,7,Well drained,15,20,0.75,6.2,0.21,18,27.3,54.7,1.45,14.9
FIELD_0014,2561510,"Greenridge silt loam, 1 to 4 percent slopes, moderately eroded",Rockbridge,7,Well drained,20,51,0.5,6.2,0.2,26.5,23.5,50,1.5,20.8
FIELD_0014,2561510,"Greenridge silt loam, 1 to 4 percent slopes, moderately eroded",Norden,3,Well drained,0,20,1.5,6.2,0.23,14,30.4,55.6,1.4,12.2
FIELD_0014,2561510,"Greenridge silt loam, 1 to 4 percent slopes, moderately eroded",Norden,3,Well drained,20,51,0.25,6.2,0.2,20,26.5,53.5,1.5,15.7
FIELD_0015,2497470,"Seaton silt loam, driftless ridge, 6 to 12 percent slopes, moderately eroded",Seaton,97,Well drained,0,23,2,6.2,0.23,17,6,77,1.28,14.7
FIELD_0015,2497470,"Seaton silt loam, driftless ridge, 6 to 12 percent slopes, moderately eroded",Seaton,97,Well drained,23,38,0.75,5.7,0.21,17,6,77,1.35,14.2
FIELD_0015,2497470,"Seaton silt loam, driftless ridge, 6 to 12 percent slopes, moderately eroded",Mt. Carroll,1,Well drained,0,20,3,6.5,0.23,19,10,71,1.4,16.5
FIELD_0015,2497470,"Seaton silt loam, driftless ridge, 6 to 12 percent slopes, moderately eroded",Pepin,1,Well drained,0,23,1.5,6.2,0.23,16,11,73,1.44,13.8
FIELD_0015,2497470,"Seaton silt loam, driftless ridge, 6 to 12 percent slopes, moderately eroded",Blackhammer,1,Well drained,0,18,2,6.5,0.23,15.5,13.9,70.6,1.45,13.5
FIELD_0015,2497470,"Seaton silt loam, driftless ridge, 6 to 12 percent slopes, moderately eroded",Blackhammer,1,Well drained,18,127,0.75,5.8,0.21,22.5,9.5,68,1.5,18.2
FIELD_0015,2497470,"Seaton silt loam, driftless ridge, 6 to 12 percent slopes, moderately eroded",Mt. Carroll,1,Well drained,20,96,0.5,6.2,0.21,21,9,70,1.4,16.9
FIELD_0015,2497470,"Seaton silt loam, driftless ridge, 6 to 12 percent slopes, moderately eroded",Pepin,1,Well drained,23,36,0.25,5.8,0.2,19,9,72,1.48,15
FIELD_0015,2498262,"Churchtown silt loam, 20 to 30 percent slopes, moderately eroded",Churchtown,94,Well drained,0,23,1.5,6.2,0.21,17,20,63,1.35,14.6
FIELD_0015,2498262,"Churchtown silt loam, 20 to 30 percent slopes, moderately eroded",Churchtown,94,Well drained,23,76,0.75,6.2,0.2,22,13,65,1.5,17.9
FIELD_0015,2498262,"Churchtown silt loam, 20 to 30 percent slopes, moderately eroded",Norden,2,Well drained,0,20,1.5,6.2,0.23,16,19,65,1.4,13.8
FIELD_0015,2498262,"Churchtown silt loam, 20 to 30 percent slopes, moderately eroded",Brownchurch,2,Well drained,0,20,3,6.2,0.13,10.5,66.2,23.3,1.45,9.7
FIELD_0015,2498262,"Churchtown silt loam, 20 to 30 percent slopes, moderately eroded",Elbaville,2,Well drained,0,13,5,5.8,0.23,12,14,74,1.28,11.2
FIELD_0015,2498262,"Churchtown silt loam, 20 to 30 percent slopes, moderately eroded",Elbaville,2,Well drained,13,20,0.75,6.2,0.21,13,15,72,1.53,11.1
